listing_id,City,n_chars,n_reviews_concatenated
29964346,San Francisco,2608,8
29967433,New York,14305,68
29968952,Nashville,20851,108
29970549,Los Angeles,7854,36
29984537,Nashville,29889,152
29984918,Nashville,39293,269
29985107,Los Angeles,24922,95
29986708,Hawaii,7376,25
299876,Los Angeles,10935,27
29990020,Los Angeles,20686,113
29990041,San Francisco,16629,43
29990121,Los Angeles,26154,102
29990168,New York,2856,9
29993012,New York,9776,27
2999527,New York,1822,2
30003200,Los Angeles,17041,88
30003335,New York,2608,15
30003453,New York,32541,126
30006962,New York,509,1
30010720,Nashville,78198,385
30011956,Los Angeles,1905,3
30013127,Hawaii,2199,8
30014457,Hawaii,6535,27
30015875,Los Angeles,14811,51
30016688,Los Angeles,612,2
30021326,Los Angeles,14967,60
30021540,New York,48,1
30021903,Los Angeles,589,1
30021914,New York,25915,114
30022235,Los Angeles,6556,14
30031616,New York,427,1
30033586,Hawaii,3523,13
30034070,New York,21616,94
300353,Hawaii,185270,339
30036128,Los Angeles,89653,391
30038208,New York,29154,105
30039731,Hawaii,1459,7
30040701,Hawaii,22510,68
30041321,Hawaii,8547,35
30042211,San Francisco,104195,494
30042363,New York,513,3
30043074,Hawaii,838,6
30043083,New York,2606,13
30043448,Hawaii,4637,8
30043513,San Francisco,4225,11
30043806,Nashville,52348,214
30043966,New York,24344,89
30045127,Los Angeles,28629,125
3004639,Los Angeles,12668,36
30046573,New York,50631,184
300476,Los Angeles,30765,129
30048737,Los Angeles,1145,7
30050481,Los Angeles,1640,5
30050513,Los Angeles,32855,163
30052839,Hawaii,90103,361
30053410,New York,267,1
3005946,Hawaii,32846,96
30062290,New York,254,1
30062478,New York,6832,27
30064055,Hawaii,3167,11
30064645,Los Angeles,13072,64
30065198,New York,659,2
30065956,Hawaii,5726,4
30067528,Hawaii,20062,60
30067583,Los Angeles,54128,144
30068206,Hawaii,7655,18
30069424,San Francisco,15038,68
30069588,Los Angeles,18948,60
30069903,Hawaii,5273,18
3007381,Hawaii,4670,8
30074578,San Francisco,4216,14
30076554,Hawaii,47034,161
30081105,Hawaii,51312,201
30082832,New York,64663,212
30085483,Hawaii,56408,178
30086894,Los Angeles,12674,50
30087377,New York,13863,39
30087961,Hawaii,54170,172
30088047,Los Angeles,10279,29
30089412,New York,40672,178
30091232,Nashville,43158,173
30092906,Hawaii,1521,8
30094722,Hawaii,59977,165
30095269,Hawaii,16724,67
30096719,New York,81609,353
301034,New York,18889,57
3010416,Los Angeles,14864,29
30104723,New York,13076,32
30105137,New York,16213,50
30105493,Los Angeles,41525,174
30106532,Hawaii,14621,57
30106990,New York,5035,19
30107753,Hawaii,74343,202
30109916,New York,59746,267
30111818,Hawaii,15006,52
30112716,Hawaii,24462,63
3011412,Los Angeles,6344,13
30125523,New York,2880,11
30125704,New York,1136,7
30126311,Nashville,45480,193
3012871,New York,12915,43
30129421,Los Angeles,52433,213
30129780,San Francisco,81773,214
30130964,Los Angeles,2270,3
30131268,Nashville,30235,122
30133762,Hawaii,54289,198
30134089,Los Angeles,22132,90
3013427,San Francisco,29668,78
3013520,San Francisco,11171,38
30149631,Hawaii,22350,74
30154255,New York,6731,26
3015450,San Francisco,90832,325
30155288,Hawaii,5808,15
30155898,Hawaii,12256,47
30156697,New York,13322,47
30157103,Los Angeles,3004,12
30157276,Nashville,17744,103
30158317,Hawaii,41300,92
30160946,Los Angeles,5108,21
30162689,New York,1111,2
30174397,New York,7270,28
30175141,San Francisco,91427,424
30177223,Hawaii,3623,10
30177226,Hawaii,4594,14
30179569,Hawaii,27781,88
30179960,Hawaii,2039,15
30180262,Hawaii,2050,12
30180465,Hawaii,1720,10
30182137,New York,8028,20
30184458,Hawaii,8239,9
30200756,Hawaii,22267,76
30201476,New York,340,2
30203037,Los Angeles,26456,121
30205916,Hawaii,19583,66
30206047,New York,390,4
30206078,Los Angeles,14125,53
30206555,Hawaii,12192,41
30206872,Hawaii,21190,75
30211755,Hawaii,25915,85
3021231,Nashville,83429,322
30213232,New York,331,3
30214580,Hawaii,25874,63
3021979,Hawaii,9417,25
30220035,Los Angeles,23171,108
302238,New York,3804,10
30226536,Hawaii,9481,48
30227775,Los Angeles,14247,52
302280,New York,3243,9
30228375,Los Angeles,1537,7
302309,New York,1684,7
30234773,New York,44,1
30234942,Hawaii,15035,43
30235603,Los Angeles,4905,21
30236,Hawaii,60060,218
30236202,New York,30870,129
30238317,Los Angeles,58462,303
30250277,Hawaii,87194,378
30252034,New York,59785,221
30252586,Nashville,135129,526
30252803,Hawaii,60888,229
30253315,Nashville,6050,23
30254229,New York,60582,197
30255712,Los Angeles,6864,31
30256927,Los Angeles,35098,138
30258184,Hawaii,9859,31
30258991,Los Angeles,39327,168
30264512,New York,19508,101
30266531,Nashville,16799,108
30266695,San Francisco,14075,61
30268173,Hawaii,42971,150
30268359,Nashville,53987,201
30268825,New York,8065,21
30269996,Los Angeles,24810,150
30270076,Hawaii,16571,34
302705,New York,3407,9
30271352,Hawaii,30759,94
30272354,Hawaii,72690,287
30273529,Los Angeles,56483,269
30274757,Los Angeles,370,4
30275201,Los Angeles,2027,9
30275221,San Francisco,12865,42
302758,New York,4538,12
30279712,New York,20892,98
30284324,New York,45565,228
30286646,New York,1850,5
30289163,Los Angeles,8150,28
30292445,Los Angeles,5572,16
30295069,Nashville,120813,653
30299392,Hawaii,61637,252
30300466,Hawaii,46402,247
3030247,Los Angeles,1038,5
30304016,Hawaii,13809,42
30307336,New York,1568,9
30308289,New York,24689,57
30311046,Los Angeles,4595,18
3031383,Los Angeles,15503,47
3031396,Los Angeles,56606,171
30316132,Los Angeles,2531,8
30317287,Nashville,142667,755
3031763,Los Angeles,6175,21
30318695,San Francisco,94165,473
30318865,Los Angeles,10992,43
30320490,Hawaii,16564,59
30320519,Los Angeles,14929,93
30321027,Hawaii,16407,51
30321253,Los Angeles,37703,117
30321435,Los Angeles,40253,130
30324346,Los Angeles,98460,450
30324943,Hawaii,61481,274
303264,New York,2119,9
30326749,New York,2732,9
30337531,New York,10339,32
30338637,Hawaii,36606,120
30341938,Los Angeles,13629,46
30343811,Los Angeles,9133,42
30344201,Hawaii,4065,15
30346059,Nashville,48784,184
30346332,San Francisco,32806,180
30347542,Hawaii,24184,70
30347652,Los Angeles,17297,55
30348256,Hawaii,9114,20
30349023,Hawaii,4473,10
30349066,New York,5464,11
30350595,Los Angeles,20643,113
30351194,San Francisco,101469,488
30352715,Hawaii,27339,89
30354710,Hawaii,58871,184
30354756,Hawaii,18850,69
30357870,New York,316,2
30358931,Hawaii,93723,384
30359944,New York,5268,17
30361406,San Francisco,108,1
30363305,Hawaii,5894,26
30366994,Los Angeles,7950,32
30368366,San Francisco,54,1
30368629,San Francisco,47,1
30371371,Hawaii,89519,406
30371388,Hawaii,58120,195
30373096,Los Angeles,24751,115
30374439,Hawaii,130492,582
30375224,Los Angeles,52795,209
30375993,Hawaii,19165,52
30376074,Los Angeles,49854,211
30376437,Hawaii,11932,50
30378331,Hawaii,108683,422
30378398,Hawaii,67254,260
30378982,New York,57868,167
30379687,Hawaii,86689,351
30380629,Hawaii,73269,263
30382704,Hawaii,9734,27
3038383,Hawaii,28715,63
30383953,Los Angeles,4300,16
30387132,New York,96,1
30387425,New York,424,1
30387495,New York,211,1
30387820,New York,92,1
30387838,New York,32,1
30387916,New York,130,1
30388079,New York,1915,2
30388750,New York,703,2
30389066,New York,166,1
30389192,New York,476,2
30389262,New York,323,3
3038963,Los Angeles,96260,341
30389810,Nashville,41969,185
30392649,New York,61,1
30392806,New York,78,1
30392811,Nashville,69337,193
30392874,New York,78,1
30392930,New York,202,1
30393286,New York,994,1
30393377,New York,349,2
30393490,Nashville,22611,85
30393998,New York,443,1
30394053,New York,51,1
30394071,New York,135,2
30394133,New York,81,1
30394340,New York,71,1
30394622,New York,421,1
30396953,New York,35191,159
30398938,New York,37477,149
30399463,San Francisco,29715,123
30400542,New York,3170,8
30403710,Los Angeles,1901,10
30404269,Hawaii,12194,57
30406405,Hawaii,11828,50
30408516,Hawaii,36271,124
30415541,New York,9489,40
30417596,Los Angeles,31766,178
30421981,New York,3835,6
30422767,Nashville,24397,94
30423106,New York,112244,540
30424858,Hawaii,10037,36
30425416,New York,2942,13
30425770,New York,25070,125
30429664,Los Angeles,55512,346
30432804,Los Angeles,2958,9
3043332,Nashville,104274,440
30435549,New York,4221,13
3043592,Los Angeles,29467,87
3043727,Hawaii,17337,30
30438827,Los Angeles,628,3
30439073,New York,122,1
30441377,New York,159,1
30441489,New York,1217,8
30441632,Hawaii,8320,35
30442333,New York,25487,81
30443374,Hawaii,92579,233
30445471,Hawaii,87651,251
30447204,New York,20213,76
30449111,New York,838,6
30458323,Los Angeles,73,1
30464076,Nashville,37741,195
30465706,New York,9893,27
304658,Hawaii,63220,256
30470,Los Angeles,9119,34
30474972,New York,7339,36
30476455,New York,3260,9
30477526,New York,5674,20
3048144,Hawaii,74082,274
30482768,Los Angeles,7415,18
3048343,Los Angeles,39060,136
30483895,Nashville,58685,293
30484034,Los Angeles,44224,166
30484990,Los Angeles,24111,115
3049213,Los Angeles,7351,22
30492727,Los Angeles,102681,518
30494093,New York,41154,121
30498254,Los Angeles,84983,429
30499109,New York,275,1
30500319,Los Angeles,50669,253
30502880,Hawaii,26346,96
30503851,Los Angeles,15744,32
30504880,New York,1006,3
30505637,San Francisco,11425,38
3050677,Los Angeles,3019,10
30506989,San Francisco,5536,20
30507190,Hawaii,2410,8
30507194,Hawaii,2975,10
30507198,Hawaii,1184,5
30507201,Hawaii,303,2
30507204,Hawaii,4469,17
30507206,Hawaii,1492,4
30507209,Hawaii,3247,13
30507216,Hawaii,2368,7
30507222,Hawaii,3127,15
30507224,Hawaii,2982,4
30507227,Hawaii,3132,12
30507230,Hawaii,1973,7
30507232,Hawaii,2869,13
30507235,Hawaii,4303,15
30507239,Hawaii,1319,6
30507242,Hawaii,6713,28
30507244,Hawaii,539,3
30507246,Hawaii,4143,17
30507255,Hawaii,5453,12
30507256,Hawaii,1746,5
30507257,Hawaii,439,1
30507262,Hawaii,752,2
30507268,Hawaii,2603,8
30507272,Hawaii,2751,11
30507276,Hawaii,1932,10
30507279,Hawaii,1448,7
30507280,Hawaii,4961,11
30507283,Hawaii,4763,16
30507284,Hawaii,4822,16
30507292,Hawaii,3101,7
30507295,Hawaii,1651,10
30507299,Hawaii,3731,12
30507305,Hawaii,6447,22
30507306,Hawaii,6906,24
30507314,Hawaii,6909,17
30507316,Hawaii,12696,48
30507492,Nashville,53792,204
30507849,Los Angeles,7203,48
30508046,Los Angeles,18606,66
30510256,Hawaii,37106,146
30510342,Los Angeles,44959,170
30510525,Hawaii,38487,144
30510938,Los Angeles,3949,12
30511072,Los Angeles,2751,14
30511700,Hawaii,23083,84
30512767,Los Angeles,84778,329
30513962,Nashville,41064,149
30514043,New York,2095,9
30514864,Los Angeles,34134,191
3052313,Nashville,11183,33
3052426,New York,2472,11
305245,New York,4078,11
3052786,Hawaii,36135,109
30527994,New York,14452,79
30528742,Hawaii,655,1
30530044,New York,1063,2
30531246,New York,11995,41
30531483,Los Angeles,43707,203
30533275,Hawaii,29378,77
30534155,San Francisco,57296,240
30534300,San Francisco,35585,173
30535817,Hawaii,26838,73
30535988,Hawaii,5510,14
30536057,Nashville,44121,183
30536201,Hawaii,25419,77
30536584,Los Angeles,8483,37
30537849,New York,17611,39
30554441,Hawaii,10884,47
30557551,Los Angeles,4556,25
30557872,Nashville,7120,29
30557920,New York,41958,226
30558462,Los Angeles,7955,40
30558612,Hawaii,34787,116
30559747,Los Angeles,29550,110
30561576,Los Angeles,67697,317
30562607,Los Angeles,12753,37
30564045,Nashville,14389,61
30564082,Hawaii,4764,12
30565107,New York,11522,68
30566216,Los Angeles,5225,9
30566237,Los Angeles,13233,34
30567431,Los Angeles,11911,57
30568497,New York,14871,58
30570046,Hawaii,10496,38
30570075,Los Angeles,572,2
305722,Los Angeles,33840,132
30577273,New York,3813,12
3058076,Los Angeles,21010,72
30582161,Los Angeles,117252,446
30583252,Los Angeles,3212,12
30584992,New York,12435,49
30585102,Hawaii,9290,36
3058610,Los Angeles,10280,37
30587740,New York,21639,82
30588154,Hawaii,17272,67
30589607,Los Angeles,58290,223
30590150,Los Angeles,23447,89
30590635,Los Angeles,9474,30
30591478,New York,3465,15
30593043,Nashville,36889,174
30593846,Hawaii,24641,74
30594632,Hawaii,37789,139
3060654,Los Angeles,190791,812
30627356,New York,19383,71
3062952,Los Angeles,17905,87
30658935,Nashville,45987,203
30659297,Los Angeles,66852,311
30662063,New York,90401,240
30672460,Hawaii,57883,195
30673693,Los Angeles,13478,29
30675435,New York,6659,46
30675452,Hawaii,56897,158
30675635,Hawaii,7539,20
30675643,Hawaii,13450,25
30676319,Los Angeles,39046,190
30677434,New York,15012,56
30678569,Hawaii,385,2
30678738,Hawaii,43611,96
306799,New York,42881,126
30680366,Los Angeles,3818,10
3068145,New York,8129,26
3068285,San Francisco,1834,8
30683370,Hawaii,15815,55
30686973,New York,24791,60
30687431,San Francisco,121359,556
3068852,New York,8010,19
30689219,Los Angeles,12702,50
30690030,Hawaii,24719,80
30690465,Los Angeles,5489,28
30691378,Los Angeles,6815,19
30692690,Los Angeles,21574,107
3069361,Hawaii,31706,91
3069397,Hawaii,71609,179
30694695,Los Angeles,34285,153
30694973,New York,538,4
30695167,Los Angeles,5556,17
30696168,San Francisco,9702,29
30699302,New York,497,3
307004,Hawaii,120531,211
30701028,San Francisco,67301,266
30702161,New York,11231,46
30702384,New York,703,3
30705353,New York,27835,106
30708470,Los Angeles,82565,372
30710067,Los Angeles,43046,209
30713011,San Francisco,9843,47
30713570,Hawaii,66639,214
30713782,San Francisco,14613,70
30714980,San Francisco,2491,7
30715145,Hawaii,4513,14
30715688,New York,724,3
30717086,New York,5498,21
30717527,New York,9905,38
30718403,New York,18000,71
30718911,Los Angeles,11068,73
30721883,New York,2589,8
30725834,Nashville,6601,40
3073038,San Francisco,48231,165
30733432,Nashville,83914,237
30736515,Los Angeles,661,1
30736539,Hawaii,35798,111
30739322,Los Angeles,50744,224
30741722,Hawaii,38408,116
30743572,Hawaii,14979,46
30745601,San Francisco,13278,76
30746419,Los Angeles,471,5
3075567,Hawaii,15491,38
30756898,New York,6084,17
30757835,Los Angeles,9787,37
30762861,New York,816,4
30764476,New York,4167,13
30764990,New York,12182,36
30765127,Los Angeles,384,3
30766643,New York,4686,16
30767162,Hawaii,14660,36
30767659,New York,30133,150
30769129,New York,20737,86
30770629,Hawaii,8284,30
30770631,Hawaii,5224,7
30770721,Hawaii,17078,61
30771946,Hawaii,8204,28
30772567,Hawaii,1116,4
30772658,Los Angeles,37856,123
30773222,Los Angeles,40857,239
30774670,Hawaii,185,2
30774802,San Francisco,9976,48
3077524,Los Angeles,2182,9
3077533,Los Angeles,7859,28
30776206,Hawaii,60719,221
3077636,Los Angeles,3172,11
30776479,Los Angeles,1868,8
30776841,Hawaii,32286,92
30777303,Hawaii,13266,47
30788330,New York,10597,33
30792780,Hawaii,51583,169
30792810,Los Angeles,88,1
30793134,Los Angeles,4304,24
30793500,Hawaii,74810,268
30795639,Los Angeles,4362,19
30795672,New York,9439,39
30796259,Hawaii,19013,54
30797062,Hawaii,34313,125
30797883,Hawaii,23940,82
3079929,San Francisco,24624,96
30799932,Hawaii,10577,42
30801068,New York,3112,13
30801201,San Francisco,29418,127
30802068,Los Angeles,19689,120
30802101,Hawaii,57004,171
30803209,Los Angeles,136586,548
30810337,Hawaii,1906,6
30811789,New York,4766,13
3081324,San Francisco,62704,217
3081560,San Francisco,84638,244
30816842,San Francisco,66707,246
30817227,San Francisco,49660,207
30820800,Los Angeles,36831,123
30820879,Hawaii,3969,10
30820942,Los Angeles,5295,18
30821230,Hawaii,9836,21
30821293,San Francisco,23213,104
30822815,New York,17982,47
30823844,Hawaii,16445,62
30824567,Hawaii,21625,51
30824853,New York,37319,169
30824874,Hawaii,1309,8
30825077,Nashville,2618,9
30827207,Los Angeles,7470,26
3083197,New York,32353,113
3083523,Los Angeles,5750,21
3083951,Los Angeles,121443,479
3084267,Los Angeles,6493,16
3084922,Los Angeles,1586,5
30851994,San Francisco,35101,133
30854396,Nashville,39027,168
30855232,Hawaii,1697,7
30856398,New York,7287,23
30856527,Hawaii,14900,49
30858147,Hawaii,1313,2
30858270,Hawaii,10488,25
30858295,Hawaii,7056,25
30858845,Los Angeles,53481,301
30871601,Los Angeles,1385,7
30872033,Los Angeles,2973,16
30875053,New York,804,4
30881800,San Francisco,5722,19
30882750,Los Angeles,7039,19
30884381,Los Angeles,17897,82
30885511,Los Angeles,21634,106
308885,San Francisco,41380,110
30904742,Hawaii,58354,274
30906103,San Francisco,2668,5
30906841,Los Angeles,41600,166
30910140,Los Angeles,520,6
30913192,San Francisco,3228,19
30913576,San Francisco,2134,9
30913907,San Francisco,2738,10
3091425,New York,1914,5
30914945,Nashville,61022,292
30916048,Hawaii,61311,183
30916602,Los Angeles,1118,8
30917099,Hawaii,5020,19
30929637,Los Angeles,18459,72
30930179,Los Angeles,12768,40
30930690,Los Angeles,181,1
3093070,San Francisco,41550,144
3093150,Hawaii,20303,51
30931993,Hawaii,50334,161
30932236,New York,40591,149
3093329,Hawaii,25046,46
30934020,Hawaii,55797,228
30934574,Hawaii,12167,38
3093543,San Francisco,85161,238
30935680,Nashville,79212,383
30936435,Los Angeles,1438,3
30936653,Hawaii,19575,64
30937756,New York,18641,65
30938962,Hawaii,1464,7
30939356,Hawaii,5874,5
30939961,Hawaii,10958,37
30950513,New York,1548,13
30952435,Nashville,10911,58
30954042,Nashville,29008,108
30954350,Hawaii,2829,8
30955686,Hawaii,38847,173
30956198,Nashville,39423,127
30959625,Los Angeles,43225,280
30960048,Hawaii,22447,66
30960255,Hawaii,18563,61
30960694,Hawaii,53472,116
30961531,Los Angeles,21938,122
30962804,Hawaii,372,2
30962822,Hawaii,614,2
30962824,Hawaii,1409,5
30962842,Hawaii,121,1
30962850,Hawaii,640,1
30962853,Hawaii,401,1
30962855,Hawaii,1946,5
30962868,Hawaii,1026,7
30962873,Hawaii,1092,3
30962889,Hawaii,84,1
30962938,Hawaii,367,2
30962941,Hawaii,910,3
30962945,Hawaii,372,4
30962949,Hawaii,2870,12
30962955,Hawaii,166,2
30962964,Hawaii,442,2
30962970,Hawaii,1341,5
30962985,Hawaii,2557,11
30962993,Hawaii,2871,17
30963015,Hawaii,1405,3
30963032,Hawaii,54,1
30963036,Hawaii,845,5
30963038,Hawaii,2717,16
30963056,Hawaii,785,3
30963079,Hawaii,1065,5
30963082,Hawaii,193,2
30963141,Hawaii,2613,11
30963150,Hawaii,1210,5
30963181,Hawaii,526,3
30963198,Hawaii,970,3
30963205,Hawaii,1269,4
30963208,Hawaii,3082,11
30963211,Hawaii,116,1
30963216,Hawaii,170,1
30963224,Hawaii,1395,7
30963230,Hawaii,3076,12
30963234,Hawaii,220,2
30963237,Hawaii,31,1
30963258,Hawaii,1581,6
30963260,Hawaii,1052,3
30963267,Hawaii,1031,3
30963271,Hawaii,1579,5
30963276,Hawaii,409,1
30963287,Hawaii,1224,3
30963289,Hawaii,1319,5
30963296,Hawaii,426,3
30963301,Hawaii,2965,17
30963308,Hawaii,103,2
30963309,Hawaii,405,4
30963314,Hawaii,2191,12
30963325,Hawaii,2311,6
30963336,Hawaii,137,1
30963345,Hawaii,549,1
30963350,Hawaii,68,1
30963365,Hawaii,112,2
30963372,Hawaii,3959,6
30963399,Hawaii,523,2
30963401,Hawaii,258,1
30963404,Hawaii,664,2
30963434,Hawaii,34,1
30963437,Hawaii,3636,6
30963438,Hawaii,1458,9
30963443,Hawaii,701,5
30963451,Hawaii,1428,7
30963458,Hawaii,695,4
30963462,Hawaii,4079,17
30963464,Hawaii,2243,13
30963469,Hawaii,478,1
30963502,Hawaii,2077,7
30963505,Hawaii,671,2
30963511,Hawaii,303,2
30963518,Hawaii,1396,6
30963520,Hawaii,281,1
30963524,Hawaii,495,3
30963525,Hawaii,789,3
30963532,Hawaii,498,5
30963535,Hawaii,1302,5
30963539,Hawaii,3483,10
30963540,Hawaii,743,2
30963544,Hawaii,1125,3
30963554,Hawaii,559,1
30963562,Hawaii,83,1
30963564,Hawaii,1605,4
30963597,Hawaii,828,3
30963600,Hawaii,482,3
30963621,Hawaii,3215,11
30963624,Hawaii,1829,4
30963632,Hawaii,1955,11
30963897,Hawaii,17178,54
30966732,Los Angeles,1617,5
30967429,Los Angeles,22376,124
30970887,Hawaii,58915,178
30972680,Los Angeles,6420,39
30981877,New York,9231,20
30983417,Hawaii,30754,105
30983750,Los Angeles,3066,13
30984894,Hawaii,41445,158
30989807,Hawaii,2774,11
30993198,Hawaii,767,4
30996035,Hawaii,36561,119
31001555,New York,964,6
31001961,New York,77012,251
31002097,Los Angeles,46707,169
31002659,New York,20248,58
31004677,Los Angeles,1912,14
31005671,Hawaii,17328,53
31008058,Hawaii,2522,13
31017024,Hawaii,11076,35
31017431,Los Angeles,5225,27
31017581,San Francisco,4913,19
31018458,Hawaii,1307,4
31019621,New York,5238,23
31019902,Hawaii,32894,98
31020971,Nashville,43435,184
31021784,Los Angeles,46216,200
31021856,Hawaii,8472,28
31022408,Los Angeles,9295,41
31022730,Hawaii,19501,50
31022860,Hawaii,15638,56
31023111,New York,1696,6
31023434,Los Angeles,631,4
31024882,Los Angeles,3601,13
31026723,Los Angeles,6291,31
31027825,Hawaii,11013,38
310325,New York,12479,30
310338,New York,12246,29
31034952,Nashville,15807,76
3103596,New York,189,1
31040958,Los Angeles,9852,49
31042920,Hawaii,17802,44
31048422,Los Angeles,5105,19
310524,New York,44893,163
31052694,New York,14860,27
31053097,Los Angeles,10960,50
31053180,New York,5237,7
31053254,Los Angeles,16800,46
31053573,Los Angeles,14735,63
31053805,Hawaii,9741,37
31053857,Los Angeles,6816,22
31054912,Los Angeles,40601,262
31057348,New York,3501,24
31057725,Nashville,120857,533
31057979,Hawaii,52695,120
31059670,New York,36161,171
31067891,Los Angeles,17950,57
31071630,Hawaii,68156,234
31072623,Hawaii,43508,177
31072911,San Francisco,8001,33
31074354,New York,37782,157
31075840,Los Angeles,46322,254
3107689,Los Angeles,15997,45
31077200,Nashville,63029,275
31077783,Los Angeles,44,1
31085028,New York,19457,59
31085155,Los Angeles,5570,16
31085213,New York,8665,41
31085554,New York,18609,65
31085679,New York,7054,29
31085725,Los Angeles,7298,36
31085945,Hawaii,20821,74
31086285,Los Angeles,24231,74
31087529,Hawaii,67850,202
31089552,Los Angeles,19330,99
31095373,New York,504,6
31098145,Los Angeles,7608,30
31099230,Los Angeles,48982,204
31100152,Los Angeles,13041,54
31101139,Nashville,37765,163
31101814,New York,2186,6
31106666,New York,7775,31
31110833,Los Angeles,6479,23
31113600,Nashville,1873,6
3111416,New York,10145,24
311176,Los Angeles,4366,22
31117685,Los Angeles,98,2
31119799,New York,705,5
31120211,San Francisco,84053,383
31121209,New York,20373,123
31121871,Los Angeles,33249,109
3112284,New York,12688,34
31124126,San Francisco,46720,269
3112427,San Francisco,112236,403
31124810,San Francisco,61747,334
31124937,San Francisco,62495,340
31125375,Hawaii,22859,63
31126567,Hawaii,62646,188
31127529,New York,8678,36
31127742,New York,504,1
31127803,Los Angeles,30147,150
31129664,Nashville,10369,39
31130,New York,16061,72
31131163,San Francisco,2229,6
31136603,New York,6432,12
3114387,San Francisco,36482,102
31145026,Hawaii,1673,7
31145484,Hawaii,21981,66
31146186,New York,798,4
31148133,Los Angeles,90156,388
31149982,Hawaii,17436,66
31150305,New York,5261,13
31153932,Hawaii,154648,568
3115424,San Francisco,8095,19
31163666,New York,30224,105
31164039,New York,4946,17
31165085,New York,2256,15
3116534,Los Angeles,15687,52
3116713,Nashville,2856,12
31167145,Nashville,38318,156
31167819,Los Angeles,13548,52
3116974,San Francisco,41217,116
31172472,Hawaii,16492,59
31172834,Hawaii,24597,75
31173023,San Francisco,119792,531
31174610,New York,4686,15
31176203,Los Angeles,11610,34
31178856,Hawaii,68456,279
31183089,Nashville,94412,434
31189202,Los Angeles,37618,119
31191166,Hawaii,7255,27
31193276,Los Angeles,3150,13
31193590,Los Angeles,73472,368
31194373,Los Angeles,2061,15
31195513,Hawaii,53322,146
31195926,Los Angeles,41152,180
31201815,New York,12011,55
3120545,Los Angeles,17096,56
31206489,San Francisco,68388,275
31210528,Los Angeles,9007,42
31212142,Los Angeles,14649,54
31212456,New York,25070,113
31212571,New York,2541,8
3121821,Nashville,245811,1133
31218310,New York,36889,186
31219185,Hawaii,7258,25
312200,Hawaii,333274,641
31221559,New York,33410,148
31221695,Nashville,21293,109
31223051,Hawaii,24132,49
31223352,New York,8919,28
31223644,Los Angeles,3644,9
31224224,New York,14769,55
31224632,Hawaii,18848,41
31225612,Hawaii,40798,88
3122882,San Francisco,75441,218
31231904,New York,10071,36
31233442,San Francisco,16464,43
3123479,New York,12723,38
31235562,Hawaii,890,1
31236046,New York,7238,24
31237303,New York,2382,12
312387,Los Angeles,68903,188
31238972,Hawaii,2236,4
3123909,Nashville,42579,161
31240022,Los Angeles,2031,11
3124541,San Francisco,189828,544
3124666,Hawaii,20867,66
3125163,Hawaii,48913,127
3125190,Hawaii,26675,76
31255471,New York,6029,21
31255722,Los Angeles,27847,127
31256790,Hawaii,10995,40
31257674,Hawaii,22645,72
3125795,Hawaii,24430,66
3125861,Los Angeles,16506,79
31259043,Hawaii,1630,10
31259101,Hawaii,1280,5
31259161,Hawaii,974,6
31259218,Hawaii,1832,7
31259262,Hawaii,3405,12
31259394,Hawaii,1197,4
31261290,Los Angeles,1341,5
31261645,Los Angeles,10748,48
31261712,Los Angeles,2609,12
31261795,Los Angeles,16457,40
31262343,Los Angeles,2368,6
31262496,Los Angeles,3361,8
31262886,Los Angeles,36907,185
31265818,Los Angeles,9336,29
31266811,Los Angeles,2137,9
31267161,Hawaii,15705,40
31267256,Los Angeles,7522,44
31269158,Los Angeles,101512,410
31269772,Los Angeles,91718,442
31269790,Los Angeles,12075,26
31269983,New York,316,1
31277426,New York,50742,192
31281631,Hawaii,30194,97
31282919,Hawaii,70347,233
31285828,Hawaii,336,1
31287152,Hawaii,47247,165
31290477,New York,4597,22
31290800,Los Angeles,41456,232
31291027,Hawaii,14189,41
31292360,Hawaii,42651,118
31292493,Los Angeles,41840,204
31292757,New York,2650,18
31293545,New York,13464,34
31294109,San Francisco,11075,37
31297104,Hawaii,62339,225
31301754,New York,21552,91
31306421,Nashville,73387,293
31309299,Los Angeles,4888,19
31311422,New York,16073,52
31312514,Hawaii,18959,57
31313105,New York,46243,194
31313580,Hawaii,3562,12
31313806,New York,25417,102
31316161,Los Angeles,54540,273
31317744,New York,16819,77
31317832,Nashville,56105,261
31320649,Hawaii,22996,60
31322232,New York,4271,21
31331285,San Francisco,8098,24
3133266,San Francisco,20728,77
31333074,New York,60449,200
31333502,Los Angeles,317,2
31334513,Nashville,40399,163
31335783,Hawaii,15246,45
31336292,Los Angeles,11854,58
31337234,Nashville,106142,403
31338594,San Francisco,1360,10
3133895,Los Angeles,8175,22
31339864,San Francisco,109245,461
31339928,Hawaii,19299,56
31340551,Hawaii,56130,173
31340666,New York,3061,15
31341657,Los Angeles,82643,435
31356493,San Francisco,8672,47
31358082,Hawaii,73567,237
31358130,Los Angeles,4282,19
31358575,Hawaii,13739,40
31362585,Los Angeles,5047,29
31363358,Los Angeles,24530,99
31363738,Los Angeles,1478,8
31363825,Los Angeles,4481,15
31366308,Los Angeles,11437,45
31373526,Hawaii,28544,92
31374258,Hawaii,95639,292
31382465,New York,58881,285
31383548,Los Angeles,3380,9
31384026,Los Angeles,135,1
31384846,Los Angeles,48827,178
31387472,Los Angeles,6909,24
3139043,Los Angeles,85889,338
31393562,Hawaii,35691,126
